,Best Model,RMSE,MAE,MAPE
KIT0000896,ARIMA,16.139633421421944,11.18678944831266,18.798705288648538
KIT0000897,AR,16.865226658738003,16.01163441427422,25.97811452732787
KIT0000642,SARIMAX,16.16043943607723,13.114393147734756,26.705157899934846
KIT0000645,AR,25.399811357502664,25.21961371607964,62.57603797886797
KIT0000647,SARIMA,11.969471281243234,9.703440458937045,175.84843353138953
KIT0000737,ARIMA,7.037009051891324,5.8888245454129695,109.30763609607683
KIT0000285,ETS,32.916011179104096,21.32958035712217,53.480390634059695
KIT0000286,SARIMAX,45.72143194135254,30.1474498595557,65.91885818414862
KIT0000949,ARIMA,2.951600776488105,1.730850601782361,39.32796601895623
KIT0000937,AR,50.51283049198485,42.76107132440663,63.33218537298183
KIT0000938,ARIMA,24.225706740094644,17.347490370889382,9.625208720286729
KIT0000894,ARIMA,20.388678705935654,18.762130904588908,20.368570655221546
KIT0000895,ARIMA,35.72558909014173,35.53047579531603,42.54252871098272
KIT0000219,ARIMA,3.2058705992305514,2.256325252889263,13.51982817109388
KIT0000933,AR,37.029068349281054,36.787091998855985,79.086365460093
KIT0000627,ETS,112.74403710395553,107.97129457912196,142.0176108828696
KIT0000581,ETS,7.68909373618597,6.855784118254932,93.30199650439033
KIT0000928,ARIMA,8.666375002539649,7.800019491291111,24.244631297059456
KIT0000365,SARIMA,39.98773690282901,33.02312121826667,72.0661104813403
KIT0000366,SARIMAX,29.37575934454357,22.295634088804853,31.173396942180702
KIT0001042,SARIMAX,19.885030612961415,17.770700428233773,23.63910134691003
KIT0000370,SARIMAX,93.02193836794973,76.10487060785886,19.104097840820877
KIT0000445,ARIMA,133.86971304743878,121.82683971153033,21.246525453730836
KIT0000609,SARIMAX,10.414680413922452,9.494404330838123,7.361209364179904
KIT0000905,AR,68.63363253581913,62.13513144495155,41.376376297109516
KIT0000968,SARIMAX,203.36477914021634,192.2322067197929,28.514106920615568
KIT0000468,ETS,51.95714437555018,34.90076344759008,11.262330291534967
KIT0000524,ARIMA,21.634436063398685,16.75121693973496,107.84248783126517
KIT0000563,SARIMA,12.455392287026294,10.024566538834565,19.928380779239742
KIT0000564,SARIMA,3.0179594084938315,2.4464730360836353,28.51010072272171
KIT0000565,SARIMA,4.847833458108811,4.20093760358676,30.453229049770194
KIT0000569,ARIMA,3.5666125124524406,3.249999999957048,16.9150259287383
KIT0000994,ARIMA,39.27036445552642,34.49404269371771,33.612389549611244
KIT0000995,ARIMA,67.96002807748992,53.47245608352105,8.077047617867558
KIT0000975,ARIMA,228.49828669607763,201.6778330093409,48.45472136246194
KIT0000976,SARIMA,29.87235491909838,25.421903621882855,11.966913877980733
KIT0000978,ARIMA,142.870557643506,126.16462509481555,42.89380900628023
